1.8803e-07,4.652194849e-11
1.1433e-07,4.652194849e-11
8.0959e-08,4.652194849e-11
5.7327e-08,4.652194849e-11
4.0592e-08,4.652194849e-11
2.8743e-08,4.652194849e-11
2.0353e-08,4.652194849e-11
1.4412e-08,4.652194849e-11
1.0205e-08,4.652194849e-11
7.2259e-09,4.652194849e-11
5.1166e-09,4.652194849e-11
3.623e-09,4.652194849e-11
2.5654e-09,4.652194849e-11
1.8166e-09,4.652194849e-11
1.2863e-09,4.652194849e-11
9.1081e-10,4.652194849e-11
6.4494e-10,4.652194849e-11
4.5667e-10,4.652194849e-11
3.2337e-10,4.652194849e-11
2.2897e-10,4.652194849e-11
1.6213e-10,4.652194849e-11
1.1481e-10,4.652194849e-11
8.1293e-11,4.652194849e-11
5.7563e-11,4.705685604e-11
4.076e-11,4.750655625e-11
2.8862e-11,4.832752324e-11
2.0437e-11,4.8511225e-11
1.4471e-11,4.916113225e-11
1.0247e-11,5.0296464e-11
7.2557e-12,5.106817444e-11
5.1377e-12,5.314993216e-11
3.6379e-12,5.595339204e-11
2.576e-12,5.957832969e-11
1.824e-12,6.5028096e-11
1.2916e-12,7.247797956e-11
9.1456e-13,8.359627761e-11
6.4759e-13,1.00160064e-10
4.5855e-13,1.24188736e-10
3.247e-13,1.60858489e-10
2.2992e-13,2.17710025e-10
1.628e-13,3.07195729e-10
1.1528e-13,4.49482401e-10
8.1628e-14,6.92321344e-10
5.78e-14,1.097199376e-09
4.1575e-14,1.764588049e-09
3.0858e-14,2.749534096e-09
2.2903e-14,4.358508361e-09
1.6999e-14,7.019255961e-09
1.2817e-14,1.12021056e-08
9.6631e-15,1.79613604e-08
7.4008e-15,2.82845124e-08
5.7577e-15,4.355569e-08
4.4097e-15,6.93690244e-08
3.3773e-15,1.105496001e-07
2.6275e-15,1.7247409e-07
2.0442e-15,2.697971364e-07
1.5903e-15,4.220191369e-07
1.2373e-15,6.636057444e-07
9.6259e-16,1.04346225e-06
7.4888e-16,1.64942649e-06
5.8262e-16,2.60047876e-06
4.5328e-16,4.12130601e-06
3.5264e-16,6.54899281e-06
2.7435e-16,1.037870656e-05
2.2794e-16,1.402577401e-05
2.0363e-16,1.874803401e-05
