0.069761,5.2533e-18
0.073925,3.4667e-18
0.076689,2.6133e-18
0.080072,1.9733e-18
0.083107,1.5733e-18
0.087291,1.1427e-18
0.090223,8.8e-19
0.094045,7e-19
0.099358,5.2533e-19
0.10364,3.9467e-19
0.10864,3.0667e-19
0.1136,2.3733e-19
0.11927,1.8267e-19
0.12482,1.44e-19
0.13213,1.1147e-19
0.1396,8.6933e-20
0.1485,6.8267e-20
0.15827,5.3867e-20
0.17005,4.2933e-20
0.18428,3.44e-20
0.20118,2.88e-20
0.22194,2.36e-20
0.24485,1.9333e-20
0.27012,1.6133e-20
0.298,1.3733e-20
0.32876,1.196e-20
0.3627,1.052e-20
0.40013,9.4533e-21
0.44143,8.56e-21
0.48699,7.8533e-21
0.53726,7.3067e-21
0.59271,6.8533e-21
0.65389,6.5333e-21
0.72138,6.2133e-21
0.79584,5.9467e-21
0.87798,5.7467e-21
0.9686,5.5867e-21
1.0686,5.4533e-21
1.1789,5.3467e-21
1.3006,5.24e-21
1.4348,5.16e-21
1.5829,5.1333e-21
1.7463,5.0133e-21
1.9265,5.0133e-21
2.1253,4.92e-21
2.3447,4.9067e-21
2.5867,4.9067e-21
2.8537,4.9067e-21
3.1483,4.88e-21
3.4732,4.8133e-21
3.8317,4.8e-21
4.2272,4.8e-21
4.6635,4.8e-21
5.1448,4.8e-21
5.6759,4.8e-21
6.2617,4.8e-21
6.908,4.8e-21
7.621,4.8e-21
8.4076,4.8e-21
9.2754,4.8e-21
10.233,4.8e-21
11.289,4.8e-21
12.454,4.8e-21
13.74,4.8e-21
15.158,4.8e-21
16.722,4.8e-21
18.448,4.8e-21
19.638,4.7867e-21
