5.8719e-06,8.83649702682836e-35
5.8804e-06,8.74045919643354e-35
5.8889e-06,8.64570438906916e-35
5.8975e-06,8.55174727070945e-35
5.9061e-06,8.458732347127e-35
5.9146e-06,8.36679696612833e-35
5.9232e-06,8.27598570157443e-35
5.9318e-06,8.18610342786452e-35
5.9405e-06,8.09700980614191e-35
5.9491e-06,8.00930697829461e-35
5.9577e-06,7.92218873941755e-35
5.9664e-06,7.83618304376015e-35
5.9751e-06,7.75108865222194e-35
5.9837e-06,7.66702971967681e-35
5.9924e-06,7.58374445889912e-35
6.0011e-06,7.5013586661649e-35
6.0099e-06,7.41974497440479e-35
6.0186e-06,7.33914793905005e-35
6.0273e-06,7.25943870130839e-35
6.0361e-06,7.18082154603678e-35
6.0449e-06,7.10275989689461e-35
6.0536e-06,7.03286858680805e-35
6.0624e-06,6.96827367487612e-35
6.0713e-06,6.90440268314446e-35
6.0801e-06,6.84115590382558e-35
6.0889e-06,6.77841618824319e-35
6.0978e-06,6.71607120000772e-35
6.1066e-06,6.65466351690929e-35
6.1155e-06,6.59332474880377e-35
6.1244e-06,6.53313136331197e-35
6.1333e-06,6.4731126704427e-35
6.1422e-06,6.41358934565036e-35
6.1511e-06,6.35488020845364e-35
6.16e-06,6.29666122380743e-35
6.169e-06,6.23882913667652e-35
6.178e-06,6.18148511925059e-35
6.1869e-06,6.12504514756032e-35
6.1959e-06,6.06866937493371e-35
6.2049e-06,6.01309351818735e-35
6.2139e-06,5.95799637569298e-35
6.223e-06,5.9032810065733e-35
6.232e-06,5.84913607926216e-35
6.2411e-06,5.79537080083429e-35
6.2501e-06,5.74216983428763e-35
6.2592e-06,5.68556128094895e-35
6.2683e-06,5.62722727944354e-35
6.2774e-06,5.56937691700788e-35
6.2865e-06,5.51232215001236e-35
6.2957e-06,5.45565926749197e-35
6.3048e-06,5.3995605287582e-35
6.314e-06,5.34416424251162e-35
6.3232e-06,5.2892413888207e-35
6.3323e-06,5.2348725722775e-35
6.3415e-06,5.1812007668868e-35
6.3508e-06,5.12791460194961e-35
6.36e-06,5.07517449087729e-35
6.3692e-06,5.02320669849206e-35
6.3785e-06,4.97162040654712e-35
6.3878e-06,4.92049339981762e-35
6.397e-06,4.87020843359189e-35
6.4063e-06,4.8199926572311e-35
6.4156e-06,4.7705379394741e-35
6.425e-06,4.72146019704739e-35
6.4343e-06,4.67321215387953e-35
