1.8096e+07,8.7535e-26
1.8538e+07,5.0572e-26
1.949e+07,1.9775e-26
2.0662e+07,8.2356e-27
2.1723e+07,3.7047e-27
2.2839e+07,1.6666e-27
2.4011e+07,7.4969e-28
2.5456e+07,3.036e-28
2.7671e+07,1.2209e-28
2.9582e+07,4.5135e-29
3.2426e+07,2.1475e-29
3.5841e+07,8.1649e-30
3.8637e+07,3.6218e-30
4.3789e+07,1.4874e-30
4.9628e+07,6.2821e-31
5.7672e+07,2.5619e-31
6.8719e+07,1.0632e-31
8.3957e+07,4.8334e-32
1.0784e+08,2.205e-32
1.5699e+08,1.0106e-32
2.4637e+08,5.8234e-33
3.8664e+08,4.3184e-33
6.0676e+08,3.7188e-33
9.522e+08,3.4834e-33
1.4943e+09,3.3244e-33
2.3451e+09,3.2781e-33
3.6802e+09,3.2781e-33
5.7754e+09,3.2781e-33
9.0634e+09,3.2781e-33
1.4223e+10,3.2781e-33
2.0194e+10,2.8931e-33
2.2887e+10,1.1951e-33
2.7962e+10,4.7889e-34
3.4163e+10,2.2233e-34
4.3882e+10,1.0214e-34
6.3882e+10,4.9397e-35
1.0025e+11,2.9273e-35
1.5733e+11,2.2221e-35
2.469e+11,1.9135e-35
3.8746e+11,1.7757e-35
6.0805e+11,1.7106e-35
9.5422e+11,1.7106e-35
1.4975e+12,1.7106e-35
2.35e+12,1.7106e-35
3.688e+12,1.7106e-35
5.7876e+12,1.7106e-35
9.0826e+12,1.7106e-35
1.4254e+13,1.7106e-35
2.2368e+13,1.7106e-35
3.5103e+13,1.7106e-35
5.5088e+13,1.7106e-35
8.2229e+13,1.68e-35
