4.016189333957192e-9, 3.2606548733163913e+24
4.431130771115095e-9, 6.0332792147531883e+23
4.969369015280827e-9, 9.33931371587009e+22
5.368482640802955e-9, 3.094703850740701e+22
5.84052498691435e-9, 9.776053979380388e+21
6.466619221016476e-9, 2.6371033290725885e+21
7.059966426965568e-9, 878432677906368700000
7.789382391178889e-9, 253241156407226860000
8.594159570541453e-9, 85505488115453480000
1.012443339191041e-8, 19561895965047200000
1.1623973382804163e-8, 6776288391727286000
1.3952605935717319e-8, 1744080429968450000
1.620660876194464e-8, 573304754154847200
1.913844188947708e-8, 159880889228675420
2.1870419091948425e-8, 72867448632394670
2.5345898318920956e-8, 33650387011002452
3.023411594723306e-8, 13895244442723784
3.5673224964915287e-8, 6300044940508847
4.0480220763285086e-8, 3586546880441884
4.7688118360349e-8, 1939844463305588
5.599188737874659e-8, 1128839661676923.5
6.518331179712694e-8, 696494309255619.2
7.709604253128337e-8, 400588917581842.7
8.816325495397902e-8, 263215040542947.16
1.071963640953379e-7, 160435395398178.84
1.3110346929927608e-7, 103632936675926.06
1.4772862520474414e-7, 83861432251863.98
